TF	Targets	Key
ETS2	CXCL8	ETS2_CXCL8
ETS2	EGR1	ETS2_EGR1
ETS2	ERG	ETS2_ERG
ETS2	FLI1	ETS2_FLI1
ETS2	ICAM1	ETS2_ICAM1
ETS2	IL12B	ETS2_IL12B
ETS2	IL5	ETS2_IL5
ETS2	LCK	ETS2_LCK
ETS2	MDM2	ETS2_MDM2
ETS2	MMP1	ETS2_MMP1
ETS2	MMP2	ETS2_MMP2
ETS2	MMP3	ETS2_MMP3
ETS2	MMP9	ETS2_MMP9
ETS2	MSR1	ETS2_MSR1
ETS2	MYC	ETS2_MYC
ETS2	PDE7A	ETS2_PDE7A
ETS2	TERT	ETS2_TERT
ETS2	TLR9	ETS2_TLR9
ETS2	TNC	ETS2_TNC
ETS2	TP53	ETS2_TP53
ETS2	VWF	ETS2_VWF
ETV1	AR	ETV1_AR
ETV1	CAT	ETV1_CAT
ETV3	MMP1	ETV3_MMP1
ETV3	NFKB1	ETV3_NFKB1
ETV3	RELA	ETV3_RELA
ETV4	AGTR1	ETV4_AGTR1
ETV4	BDKRB1	ETV4_BDKRB1
ETV4	BTS1	ETV4_BTS1
ETV4	CCND2	ETV4_CCND2
ETV4	CCND3	ETV4_CCND3
ETV4	EGLN1	ETV4_EGLN1
ETV4	ERBB2	ETV4_ERBB2
ETV4	ETS1	ETV4_ETS1
ETV4	GBA	ETV4_GBA
ETV4	MMP1	ETV4_MMP1
ETV4	MMP14	ETV4_MMP14
ETV4	MMP2	ETV4_MMP2
ETV4	MMP7	ETV4_MMP7
ETV4	MUC4	ETV4_MUC4
ETV4	PLAUR	ETV4_PLAUR
ETV4	PTGS2	ETV4_PTGS2
ETV4	SYN2	ETV4_SYN2
ETV4	TERT	ETV4_TERT
ETV4	TGFBR2	ETV4_TGFBR2
ETV4	TIMP2	ETV4_TIMP2
ETV4	TNF	ETV4_TNF
ETV4	VIM	ETV4_VIM
ETV5	ICAM1	ETV5_ICAM1
ETV5	MMP2	ETV5_MMP2
ETV6	BBC3	ETV6_BBC3
ETV6	CDKN1A	ETV6_CDKN1A
ETV6	GAS2	ETV6_GAS2
ETV6	IGFBP5	ETV6_IGFBP5
ETV6	MAD2L1	ETV6_MAD2L1
ETV7	ETS1	ETV7_ETS1
ETV7	ETS2	ETV7_ETS2
ETV7	ETV6	ETV7_ETV6
EVX1	GSC	EVX1_GSC
EWSR1	ATF1	EWSR1_ATF1
EWSR1	CCK	EWSR1_CCK
EWSR1	EGR2	EWSR1_EGR2
EWSR1	MITF	EWSR1_MITF
EWSR1	NR0B1	EWSR1_NR0B1
EWSR1	PHLDA1	EWSR1_PHLDA1
EWSR1	POU4F1	EWSR1_POU4F1
EWSR1	TERT	EWSR1_TERT
EWSR1	TGFBR2	EWSR1_TGFBR2
EZH2	ADAMTS1	EZH2_ADAMTS1
EZH2	ADRB2	EZH2_ADRB2
EZH2	ALDH1A1	EZH2_ALDH1A1
EZH2	APC	EZH2_APC
EZH2	AXL	EZH2_AXL
EZH2	BRCA1	EZH2_BRCA1
EZH2	CCND1	EZH2_CCND1
EZH2	CCNE1	EZH2_CCNE1
EZH2	CDH1	EZH2_CDH1
EZH2	CDKN1A	EZH2_CDKN1A
EZH2	CDKN2A	EZH2_CDKN2A
EZH2	CDKN2B	EZH2_CDKN2B
EZH2	CIITA	EZH2_CIITA
EZH2	CPEB1	EZH2_CPEB1
EZH2	DACT3	EZH2_DACT3
EZH2	FBXO32	EZH2_FBXO32
EZH2	FOXC1	EZH2_FOXC1
EZH2	HDAC1	EZH2_HDAC1
EZH2	HOXB13	EZH2_HOXB13
EZH2	IGFBP1	EZH2_IGFBP1
EZH2	KPNB1	EZH2_KPNB1
EZH2	MMP2	EZH2_MMP2
EZH2	MST1	EZH2_MST1
EZH2	MYC	EZH2_MYC
EZH2	PAX8	EZH2_PAX8
EZH2	PCNA	EZH2_PCNA
EZH2	PEBP1	EZH2_PEBP1
EZH2	PIP5K1C	EZH2_PIP5K1C
EZH2	POLR3D	EZH2_POLR3D
EZH2	PRL	EZH2_PRL
EZH2	PTEN	EZH2_PTEN
EZH2	RPLP0	EZH2_RPLP0
EZH2	RUNX3	EZH2_RUNX3
EZH2	SATB1	EZH2_SATB1
EZH2	SFRP1	EZH2_SFRP1
EZH2	SNAI2	EZH2_SNAI2
EZH2	SSTR1	EZH2_SSTR1
EZH2	TP53	EZH2_TP53
EZH2	TWIST1	EZH2_TWIST1
EZH2	VDR	EZH2_VDR
FHL2	CCND1	FHL2_CCND1
FHL2	CDKN1A	FHL2_CDKN1A
FHL2	CDKN1B	FHL2_CDKN1B
FHL2	NFKB1	FHL2_NFKB1
FHL2	RELA	FHL2_RELA
FIGLA	TCF3	FIGLA_TCF3
FLI1	CCK	FLI1_CCK
FLI1	COL1A2	FLI1_COL1A2
FLI1	CTGF	FLI1_CTGF
FLI1	EP300	FLI1_EP300
FLI1	ERG	FLI1_ERG
FLI1	EYA3	FLI1_EYA3
FLI1	FLI1	FLI1_FLI1
FLI1	FOXM1	FLI1_FOXM1
FLI1	GATA1	FLI1_GATA1
FLI1	GP6	FLI1_GP6
FLI1	GP9	FLI1_GP9
FLI1	HDAC1	FLI1_HDAC1
FLI1	HMOX1	FLI1_HMOX1
FLI1	ID2	FLI1_ID2
FLI1	IGFBP3	FLI1_IGFBP3
FLI1	IL10	FLI1_IL10
FLI1	ITGA2B	FLI1_ITGA2B
FLI1	MIR708	FLI1_MIR708
FLI1	MMP1	FLI1_MMP1
FLI1	MPL	FLI1_MPL
FLI1	PF4	FLI1_PF4
FLI1	PHLDA1	FLI1_PHLDA1
FLI1	TERT	FLI1_TERT
FLI1	TGFBR2	FLI1_TGFBR2
FOS	ACTA1	FOS_ACTA1
FOS	BATF3	FOS_BATF3
FOS	BCL2L1	FOS_BCL2L1
FOS	CASP9	FOS_CASP9
FOS	CCK	FOS_CCK
FOS	CCND1	FOS_CCND1
FOS	CD40LG	FOS_CD40LG
FOS	CLU	FOS_CLU
FOS	CREM	FOS_CREM
FOS	CRP	FOS_CRP
FOS	CSTA	FOS_CSTA
FOS	CXCL8	FOS_CXCL8
FOS	CYP1A2	FOS_CYP1A2
FOS	DDIT3	FOS_DDIT3
FOS	ERCC4	FOS_ERCC4
FOS	EZR	FOS_EZR
FOS	FAS	FOS_FAS
FOS	FGFBP1	FOS_FGFBP1
FOS	VEGFD	FOS_VEGFD
FOS	FMO4	FOS_FMO4
FOS	FOS	FOS_FOS
FOS	FOXA1	FOS_FOXA1
FOS	GSTP1	FOS_GSTP1
FOS	HSPH1	FOS_HSPH1
FOS	IL1A	FOS_IL1A
FOS	LRIG2	FOS_LRIG2
FOS	MELTF	FOS_MELTF
FOS	MMP1	FOS_MMP1
FOS	MMP3	FOS_MMP3
FOS	MMP7	FOS_MMP7
FOS	MMP9	FOS_MMP9
FOS	MYC	FOS_MYC
FOS	NEFL	FOS_NEFL
FOS	NFKB1	FOS_NFKB1
FOS	NGF	FOS_NGF
FOS	NOS2	FOS_NOS2
FOS	NPPA	FOS_NPPA
FOS	NPY	FOS_NPY
FOS	NQO1	FOS_NQO1
FOS	NTF3	FOS_NTF3
FOS	NTS	FOS_NTS
FOS	OXTR	FOS_OXTR
FOS	PCK2	FOS_PCK2
FOS	PDHA1	FOS_PDHA1
FOS	PGR	FOS_PGR
FOS	PLAU	FOS_PLAU
FOS	PLAUR	FOS_PLAUR
FOS	PTGS2	FOS_PTGS2
FOS	SLC10A2	FOS_SLC10A2
FOS	SMAD4	FOS_SMAD4
FOS	SMAD7	FOS_SMAD7
FOS	SOX7	FOS_SOX7
FOS	SPI1	FOS_SPI1
FOS	SPRR3	FOS_SPRR3
FOS	SRR	FOS_SRR
FOS	STAR	FOS_STAR
FOS	TP53	FOS_TP53
FOSB	CXCL8	FOSB_CXCL8
FOSB	TGFB1	FOSB_TGFB1
FOSB	TIMP1	FOSB_TIMP1
FOSL1	CLU	FOSL1_CLU
FOSL1	EZH2	FOSL1_EZH2
FOSL1	GCLC	FOSL1_GCLC
FOSL1	ITGAV	FOSL1_ITGAV
FOSL1	ITGB3	FOSL1_ITGB3
FOSL1	IVL	FOSL1_IVL
FOSL1	MMP1	FOSL1_MMP1
FOSL1	PLAUR	FOSL1_PLAUR
FOSL1	SFTPD	FOSL1_SFTPD
FOSL2	BCL6	FOSL2_BCL6
FOSL2	BRCA1	FOSL2_BRCA1
FOSL2	CCR4	FOSL2_CCR4
FOSL2	CLU	FOSL2_CLU
FOSL2	FOSL1	FOSL2_FOSL1
FOSL2	IBSP	FOSL2_IBSP
FOSL2	IL5	FOSL2_IL5
FOSL2	IVL	FOSL2_IVL
FOSL2	MDM2	FOSL2_MDM2
FOSL2	MYB	FOSL2_MYB
FOSL2	NOS2	FOSL2_NOS2
FOSL2	PLAUR	FOSL2_PLAUR
FOSL2	TGFB1	FOSL2_TGFB1
FOSL2	TIMP1	FOSL2_TIMP1
FOSL2	UGT2B15	FOSL2_UGT2B15
FOXA1	ABCA1	FOXA1_ABCA1
FOXA1	AGR2	FOXA1_AGR2
FOXA1	APOB	FOXA1_APOB
FOXA1	BCL2	FOXA1_BCL2
FOXA1	BRCA1	FOXA1_BRCA1
FOXA1	CCNG2	FOXA1_CCNG2
FOXA1	CFTR	FOXA1_CFTR
FOXA1	ESR1	FOXA1_ESR1
FOXA1	GCG	FOXA1_GCG
FOXA1	HSPA1A	FOXA1_HSPA1A
FOXA1	KRT7	FOXA1_KRT7
FOXA1	MYC	FOXA1_MYC
FOXA1	NF1	FOXA1_NF1
FOXA1	NKX2-1	FOXA1_NKX2-1
FOXA1	RET	FOXA1_RET
FOXA1	RPRM	FOXA1_RPRM
FOXA1	SERPINC1	FOXA1_SERPINC1
FOXA1	SFTPB	FOXA1_SFTPB
FOXA1	TFF1	FOXA1_TFF1
FOXA1	UGT2B15	FOXA1_UGT2B15
FOXA1	UGT2B17	FOXA1_UGT2B17
FOXA2	ABCA1	FOXA2_ABCA1
FOXA2	AGR2	FOXA2_AGR2
FOXA2	APOA1	FOXA2_APOA1
FOXA2	CDH1	FOXA2_CDH1
FOXA2	CFTR	FOXA2_CFTR
FOXA2	COL18A1	FOXA2_COL18A1
FOXA2	GCG	FOXA2_GCG
FOXA2	GFER	FOXA2_GFER
FOXA2	MMP7	FOXA2_MMP7
FOXA2	NKX2-1	FOXA2_NKX2-1
FOXA2	NR5A2	FOXA2_NR5A2
FOXA2	PAX6	FOXA2_PAX6
FOXA2	SERPINC1	FOXA2_SERPINC1
FOXA2	SLCO1B3	FOXA2_SLCO1B3
FOXA2	SOX14	FOXA2_SOX14
FOXA2	TCF7L2	FOXA2_TCF7L2
FOXA2	TFF1	FOXA2_TFF1
FOXA2	TPO	FOXA2_TPO
FOXA3	CYP3A4	FOXA3_CYP3A4
FOXA3	CYP3A7	FOXA3_CYP3A7
FOXC1	FGF19	FOXC1_FGF19
FOXC1	FOXO1	FOXC1_FOXO1
FOXC2	ANGPT2	FOXC2_ANGPT2
FOXD3	CAPN6	FOXD3_CAPN6
FOXD3	CYFIP2	FOXD3_CYFIP2
FOXD3	MITF	FOXD3_MITF
FOXD3	NDRG1	FOXD3_NDRG1
FOXD3	RARB	FOXD3_RARB
FOXD3	RND3	FOXD3_RND3
FOXD3	SPP1	FOXD3_SPP1
FOXD3	ZNF175	FOXD3_ZNF175
FOXE1	MSX1	FOXE1_MSX1
FOXE1	TPO	FOXE1_TPO
FOXF1	CDH1	FOXF1_CDH1
FOXF1	GH2	FOXF1_GH2
FOXF2	BAMBI	FOXF2_BAMBI
FOXF2	CXCL12	FOXF2_CXCL12
FOXF2	ITGB1	FOXF2_ITGB1
FOXF2	MT1E	FOXF2_MT1E
FOXF2	MT1F	FOXF2_MT1F
FOXF2	PDGFA	FOXF2_PDGFA
FOXF2	PSG7	FOXF2_PSG7
FOXF2	WASF2	FOXF2_WASF2
FOXG1	CDKN1A	FOXG1_CDKN1A
FOXH1	AR	FOXH1_AR
FOXH1	CTCF	FOXH1_CTCF
FOXI1	CFTR	FOXI1_CFTR
FOXI1	SLC26A4	FOXI1_SLC26A4
FOXJ1	ASPM	FOXJ1_ASPM
FOXK2	IL2	FOXK2_IL2
FOXK2	SIN3A	FOXK2_SIN3A
FOXL1	BMP4	FOXL1_BMP4
FOXL2	CCND2	FOXL2_CCND2
FOXL2	CYP11A1	FOXL2_CYP11A1
FOXL2	CYP19A1	FOXL2_CYP19A1
FOXL2	SIRT1	FOXL2_SIRT1
FOXL2	STAR	FOXL2_STAR
FOXM1	APOE	FOXM1_APOE
FOXM1	AR	FOXM1_AR
FOXM1	BRIP1	FOXM1_BRIP1
FOXM1	BTG2	FOXM1_BTG2
FOXM1	CCNB1	FOXM1_CCNB1
FOXM1	CDC25A	FOXM1_CDC25A
FOXM1	CDC25B	FOXM1_CDC25B
FOXM1	CDC6	FOXM1_CDC6
FOXM1	CDH1	FOXM1_CDH1
FOXM1	CDKN2A	FOXM1_CDKN2A
FOXM1	CYP3A4	FOXM1_CYP3A4
FOXM1	FGB	FOXM1_FGB
FOXM1	KRT15	FOXM1_KRT15
FOXM1	MYC	FOXM1_MYC
FOXM1	SFTPB	FOXM1_SFTPB
FOXM1	VEGFA	FOXM1_VEGFA
FOXM1	VEGFB	FOXM1_VEGFB
FOXN1	DSG4	FOXN1_DSG4
FOXN4	PANK2	FOXN4_PANK2
FOXO1	ADIPOR1	FOXO1_ADIPOR1
FOXO1	ANGPT2	FOXO1_ANGPT2
FOXO1	AR	FOXO1_AR
FOXO1	CDKN1B	FOXO1_CDKN1B
FOXO1	CXCR4	FOXO1_CXCR4
FOXO1	EDN1	FOXO1_EDN1
FOXO1	EGR1	FOXO1_EGR1
FOXO1	FABP4	FOXO1_FABP4
FOXO1	FSHB	FOXO1_FSHB
FOXO1	HYOU1	FOXO1_HYOU1
FOXO1	IGFBP1	FOXO1_IGFBP1
FOXO1	IL6	FOXO1_IL6
FOXO1	IRS2	FOXO1_IRS2
FOXO1	KLF2	FOXO1_KLF2
